username,date,tweet,fullname
@WajoKodim,2025-03-26 05:47,"Babinsa Koramil 1406-06/Pammana Bantu Petani Panen Jagung di Watampanua
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-26 05:46,"Babinsa Koramil 1406-05/Majauleng Pererat Silaturahmi dengan Warga
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-26 05:45,"Babinsa Koramil 1406-04/Belawa Jalin Sinergi dengan PPL dan Kelompok Tani
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-26 05:44,"Babinsa Koramil 1406-03/Maniangpajo Jalin Komunikasi dengan Warga untuk Jaga Kamtibmas
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-26 05:43,"Babinsa Koramil 1406-02/Tanasitolo Pantau Pompanisasi, Dukung Percepatan Tanam Padi
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-26 05:43,"Babinsa Koramil 1406-01/Tempe Ajak Warga Jaga Kebersihan Lingkungan
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-26 05:41,"Koramil 1406-07/Takkalalla Bersama Warga Gelar Karya Bhakti Bersihkan Saluran Air di Kelurahan Peneki
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@Pussenarhanud36,2025-03-26 05:39,"Taklimat Akhir Pengawasan Intern Post Audit Pussenarhanud
Cimahi, 26 Maret 2025

#tni #tniad #arhanud #Pussenarhanud #PrajuritPengawalAngkasaSakti #VyatiRakcaBhalaCakti

@puspentni 
@tni_angkatan_darat",Pussenarhanud TNI AD
@Kodim_Tator,2025-03-26 05:27,"Babinsa Koramil 1414-02/Rantepao Sertu Amir melaksanakan kegiatan ketahanan pangan merontokkan padi bersama Masyarakat binaan di Kel. Laangtanduk Kec. Rantepao Kab. Toraja Utara.
Rabu, 26/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@Kodim_Tator,2025-03-26 05:26,"Babinsa Koramil 1414-09/Saluputti Serda Silas Mana melaksanakan komsos bersama Masyarakat binaan di Kantor Lembang/Desa Pondingao Kec. Masanda Kab. Tana Toraja.
Rabu, 26/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@Kodim_Tator,2025-03-26 05:24,"Personil Koramil 1414-05/Sanggalangi bersama masyarakat melaksanakan pembersihan lingkungan bertempat di Dusun Rante Langda, Lembang Langda, Kec. Sopai Kab. Toraja Utara.
Rabu, 26/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@KODIM__1404_PRG,2025-03-26 05:01,"Pangdam XIV/Hsn Mayjen TNI Windiyatno didampingi Ketua Persit KCK PD XIV/Hsn Ny. Infita Windiyatno, Menyerahkan paket bantuan kepada Warakauri dan beasiswa kepada anak Prajurti berprestasi di Kodim 1404/Pinrang.

#dispenad 
#puspentni 
#tniad 
#tniindonesia 
#kodamhasanuddin",Kodim1404/Pinrang
@tni_ad,2025-03-26 04:50,"RUMAH SAKIT LAPANGAN TNI AD DI MAMUJU, SULAWESI BARAT.

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima

instagram.com/reel/DHpkY3wyI…",TNI AD
@KODIM__1404_PRG,2025-03-26 04:45,"Pandam XIV/Hsn didampingi Dandim 1404/Pinrang, Tinjau Ketahanan Pangan Kodim 1404/Pinrang.

#dispenad 
#puspentni 
#tniad 
#kodamhasanuddin 
#korem141toddopuli",Kodim1404/Pinrang
@kodimainjai,2025-03-26 04:25,"Babinsa Koramil 01/Sinjai Utara Kodim 1424/Sinjai Bersama Warga Bersihkan Lapangan Alun-Alun Sinjai Bersatu, Kabupaten Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodim0817gresik,2025-03-26 04:21,"PERAHU KATINTING SATGAS PAMTAS YONIF 123/RAJAWALI

#tniad 
#tniadberjuangbersamarakyat 
#tniadbekerjadenganhati 
#tniaddihatirakyat 
#tniadprima 
#responsif",kodim0817gresik
@kodimainjai,2025-03-26 04:18,"Danramil 04/Sinjai Timur Kodim 1424/Sinjai Komsos Hadiri Rapat Koordinasi Penetapan Lokasi Sholat Idul Fitri Dan Takbiran Keliling  di Kantor KUA Kec. Sinjai Timur Kel. Samataring Kec. Sinjai Timur Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@DekBudi40592,2025-03-26 04:15,"Hanya mendapatkan ucapan, mati sia sia. KASIHAN… #papuaviral #opmmusuhmasyarakat #tolakopm #NKRI #PrabowoGibran #tniad 

tempo.co/hukum/tpnpb-opm-umu…",Dek budi
@kodimainjai,2025-03-26 04:14,"Babinsa Sangiassri Koramil 05/Sinjai Selatan Kodim 1424/Sinjai Bersama Aparat Pemerintah Dan Warga Gotong Royong Bersihkan Pohon Tumbang di Lingk. Caile Kel. Sangiasseri Kec. Sinjai Selatan Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-26 04:08,"Babinsa Tompobulu Pos Ramil 01/Bulupoddo Kodim 1424/Sinjai Dampingi Petani Memanen Padi di Dusun Karampuang Desa Tompobulu Kec. Bulupoddo Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-26 04:04,"Babinsa Talle Koramil 05/Sinjai Selatan Kodim 1424/Sinjai Dampingi Bulog Sinjai Lakukan Serap Gabah Milik Petani di Dusun Sengkang Desa Talle Kec. Sinjai Selatan Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-26 03:59,"Babinsa Bontotengnga Koramil 06/Sinjai Borong Kodim 1424/Sinjai Dampingi Nakes Laksanakan Kegiatan Posyandu di Dusun Maccini Desa Bontotengnga Kec. Sinjai Borong Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodamhasanuddin,2025-03-26 03:34,"TNI AD Peduli: Membangun Hunian Layak dan Nyaman bagi Perwira Staf Kodim 1408/Makassar.

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@Kodim_Klaten,2025-03-26 03:23,"Babinsa Bantu Siswa Sebrangi Sungai Lahar

#tni #tniad #kodimklaten #kabarklaten #heroik #lumajang #banjir #fypppppppp #viral #semeru #lahar",kodim klaten
@Cakra_Kostrad,2025-03-26 03:23,"Prajurit TNI AD bantu penanganan banjir Semarang

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@Cakra_Kostrad,2025-03-26 03:22,"Prajurit Zeni AD bersihkan kerusakan fasilitas umum akibat Longsor di Sulbar

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@Cakra_Kostrad,2025-03-26 03:20,"Perahu Katinting Satgas Pamtas Yonif 123 Rajawali 

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@1420_sidrap,2025-03-26 03:20,"Koramil 1420-06/Panca Rijang Gelar Karya Bhakti Bersihkan Saluran Air di Kelurahan Lalebata.
Rabu (26/03/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim 1420 Sidrap
@Cakra_Kostrad,2025-03-26 03:16,"Penyemprotan mobil Disinfektan dan pendistribusian sanitaizer untuk pencegahan Covid

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@Cakra_Kostrad,2025-03-26 03:12,"Pembangunan Gereja di Papua

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima

instagram.com/reel/DHpZ0YTPb…",Kostrad
@kodimainjai,2025-03-26 03:09,"Babinsa Bontokatute Koramil 1424-06/Sinjai Borong Kodim 1424/Sinjai Komsos Bersama Warga Binaan di Dusun Morowanging Desa Bontokatute Kec. Sinjai Borong Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@Cakra_Kostrad,2025-03-26 03:08,"Patroli Terkoordinasi TNI - TDM Patok perbatasan RI - Malaysia

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@Cakra_Kostrad,2025-03-26 03:05,"Kodim 0818 Malang Gelar Operasi Katarak Gratis  Bagi Masyarakat

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@kodimainjai,2025-03-26 03:05,"Babinsa Bontosinala Koramil 06/Sinjai Borong Kodim 1424/Sinjai Komsos Bersama Staf Desa di Kantor Desa Bontosinala Kec. Sinjai Borong Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@Cakra_Kostrad,2025-03-26 03:01,"GERAK CEPAT KODIM 0304/AGAM, BANTU WARGA ATASI BENCANA LAHAR DINGIN DI SUMATERA BARAT

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima

instagram.com/reel/DHpYn95P1…",Kostrad
@Cakra_Kostrad,2025-03-26 02:57,"PRAJURIT TNI AD EVAKUASI WARGA KORBAN BANJIR DI MANADO

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima

instagram.com/reel/DHpYK0hP3…",Kostrad
@Cakra_Kostrad,2025-03-26 02:54,"Air Adalah Kehidupan

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@1431Kodim2004,2025-03-26 02:51,"Rakyat bersama TNI melaksanakan tugas negara.

Dari Ladang untuk Bangsa: Sinergi TNI dan Masyarakat dalam Ketahanan Pangan.

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodim 1431 Bombana
@Cakra_Kostrad,2025-03-26 02:44,"Bencana Alam, TNI AD Bantu Masyarakat

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima
@tni_ad 

instagram.com/reel/DHoKgu9P3…",Kostrad
@tni_ad,2025-03-26 02:37,"POINT OF VIEW BERSAMA KASAD JENDERAL TNI MARULI SIMANJUNTAK M.Sc.

Saksikan selengkapnya obrolan seru di Channel YouTube SCTV

piped.video/zP3TltbQb4U?si=lHSL…

#TNIAD
#TNIADBerjuangBersamaRakyat",TNI AD
@kodimainjai,2025-03-26 02:36,"Bati Tuud Koramil 04/Sinjai Tengah Kodim 1424/Sinjai Berikan Pelayanan Kesehatan Gratis Dan Bantuan Sembako Kepada anggota Veteran PKRI di Lingk Lonra I Kel. Samaenre Kec. Sinjai Tengah Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@Cakra_Kostrad,2025-03-26 02:35,"Babinsa mengajar Ngaji

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@Cakra_Kostrad,2025-03-26 02:32,"Yonif Mekanis 203 Renovasi Gereja di Distrik Malagayneri

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@KodamKasuari,2025-03-26 02:32,"Dalam rangka menyemarakkan bulan suci Ramadan dan membantu masyarakat menghadapi Idul Fitri, TNI Angkatan Darat (TNI AD) melalui Korem 181/Praja Vira Tama (PVT) bersama Pemerintah Provinsi Papua Barat Daya menggelar Bazar Ramadan

#TNIADbekerjadenganhati
#TNIADDihatiRakyat
#TNIAD",Kodam XVIII/Kasuari
@Cakra_Kostrad,2025-03-26 02:32,"TNI AD menjadi guru SD di perbatasan 

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@Cakra_Kostrad,2025-03-26 02:31,"Penanggulangan wabah malaria dan DBD

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@Cakra_Kostrad,2025-03-26 02:30,"Warga Papua minta Prajurit Yonif 305 Kostrad tidak pulang

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@kodimainjai,2025-03-26 02:30,"Babinsa Tongke-Tongke Koramil 04/Sinjai Timur Kodim 1424/Sinjai Dampingi Penyaluran BLT DD Kepada Masyarakat bertempat di Kantor Desa Tongke-Tongke  Kec. Sinjai Timur Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@Cakra_Kostrad,2025-03-26 02:29,"Kasih Sayang tulus Prajurit TNI AD kepada Anak Papua

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kostrad
@kodimainjai,2025-03-26 02:24,"Babinsa Saukang Koramil 04/Sinjai Timur Kodim 1424/Sinjai Dampingi Petani Pantau Perkembangan Tanaman Padi di Dusun Rombo Desa Saukang Kec. Sinjai Timur Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-26 02:18,"Babinsa Samaturue Koramil 1424-05/Tellulimpoe Kodim 1424/Sinjai Komsos Dengan Warga Binaan di Kantor Desa Samaturue Kec. Tellulimpoe Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodim1421pangk2,2025-03-26 02:15,"Rakyat bersama TNI melaksanakan tugas negara.

Bersama TNI, Petani Sejahtera :
Kolaborasi untuk  swasembada pangan yang berkelanjutan 

#tniad
#dispenad
#puspentni
#TNIindonesia
#ketahananpangan
#kodam14hasanuddin 
#korem141toddopuli",Info Kodim Pangkep
@89Pagama33345,2025-03-26 02:15,"Bersama TNI, Petani Sejahtera :
Kolaborasi untuk  swasembada pangan yang berkelanjutan 

#tniad
#dispenad
#puspentni
#TNIindonesia
#ketahananpangan",Kodim Soppeng
@tni_ad,2025-03-26 02:11,"SATGAS PAMTAS RI-MALAYSIA YONARMED 10/BRADJAMUSTI KEMBALI GAGALKAN PENYELUNDUPAN 15 KG SABU

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima

instagram.com/reel/DHpSJAXyt…",TNI AD
@kodimainjai,2025-03-26 01:57,"Babinsa Bulutellue Pos Ramil 01/Bulupoddo Kodim 1424/Sinjai Komsos Dengan Warga Binaan di Dusun Saotengah Desa Bulutellue Kec. Bulupoddo Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-26 01:50,"Babinsa Balakia Koramil 02/Sinjai Barat Kodim 1424/Sinjai Laksanakan Safari Ramadhan Di Masjid Haqqul Yaqin Lingk. Siria Kel. Balakia Kec. Sinjai Barat Kab. Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodamhasanuddin,2025-03-26 01:46,"Pangdam XIV/Hasanuddin Kunjungi Brigif 11/Badik Sakti, Kodim 1421/Pangkep, dan Kodim 1422/Maros

“Kunjungan Kerja ke Satuan: Perkuat Soliditas dan Kesiapan Prajurit""

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@kodimainjai,2025-03-26 01:43,"Babinsa Koramil 03/Sinjai Tengah Kodim 1424/Sinjai Bagikan Takjil kepada Masyarakat Jelang Berbuka Puasa

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodam_mlw,2025-03-26 01:35,"Hulu Sungai Selatan - Ramadhan Penuh Berkah, Kodim 1003/Hulu Sungai Selatan Berbagi Takjil di Halaman Makodim 1003/Hulu Sungai Selatan, Selasa (25/03/25).

#kodamvimulawarman 
#tniad
#tniprima
#marhabanyaramadhan",Kodam VI/Mulawarman
@kodam_mlw,2025-03-26 01:22,"Malinau – Satgas Pamtas Yonzipur 8/SMG Gagalkan Penyelundupan 274 Botol Miras di Jalan Ahmad Yani, Desa Malinau Hulu, Kec. Malinau Kota, Kab. Malinau, Kaltara, Selasa (25/03/25).

#kodamvimulawarman
#tniad
#tniprima",Kodam VI/Mulawarman
@pinkbeauty88,2025-03-26 01:22,"Dibulan Suci Ramadhan 1446 H/2025 M, Satgas Yonif 756/WMS dan Masyarakat serta Pemda dan Polri setempat melaksanakan buka puasa bersama di kantor Pemda Kabupaten Paniai. Selasa (25/03/2025).
#tnipolrisolid 
#TNIAD 
#tniprima

paniai.indonesiasatu.co.id/b…",Astika Naima
@tni_ad,2025-03-26 01:20,"SATGAS YONIF 122 TOMBAK SAKTI MENGAJAR DI DISTRIK MANNEM, KAB. KEEROM.

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima

instagram.com/reel/DHpLZhBS0…",TNI AD
@itsokey687,2025-03-26 01:19,"Dibulan Suci Ramadhan 1446 H/2025 M, Satgas Yonif 756/WMS dan Masyarakat serta Pemda dan Polri setempat melaksanakan buka puasa bersama di kantor Pemda Kabupaten Paniai. Selasa (25/03/2025).
#tnipolrisolid 
#TNIAD 
#tniprima

paniai.indonesiasatu.co.id/b…",Joanna Grace
@silverquein45,2025-03-26 01:17,"Dibulan Suci Ramadhan 1446 H/2025 M, Satgas Yonif 756/WMS dan Masyarakat serta Pemda dan Polri setempat melaksanakan buka puasa bersama di kantor Pemda Kabupaten Paniai. Selasa (25/03/2025).
#tnipolrisolid 
#TNIAD 
#tniprima

paniai.indonesiasatu.co.id/b…",Harfi Khair
@kodim1421pangk2,2025-03-26 01:05,"Pangkajene*_ Dalam Rangka Menyambut Hari Raya Idul Fitri 1446 H 2025 M Kodim 1421/Pangkep mengadakan Bazar Murah yang bertempat di Stadion Andi Mappe Kel. Paddoang Doangan Kec Pangkajene Kab Pangkep

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin 
#korem141toddopuli",Info Kodim Pangkep
@takalar_kodim,2025-03-26 01:03,"Babinsa Koramil 1426-03/Galut Kopda Asri Yusuf Lakukan Pendampingan Penyaluran BLT Dana Desa

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim_Takalar
@kodimbone,2025-03-26 00:55,"Danramil 1407-19/Kahu beserta anggota dan Persit salurkan Takjil kepada masyarakat pengguna jalan yang melintas di depan Makoramil 19/Kahu, Jl. Andi Page, Kel. Palattae, Kec. Kahu, Kab. Bone. Selasa (25/03/25) Sore.
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:54,"Dukung program pemerintah, Babinsa Koramil 1407-10/Ponre Sertu Kasman dampingi petani dalam proses penyerapan gabah oleh mitra Bulog, berlokasi di Desa Bolli, Kec. Ponre, Kab. Bone. Selasa (25/03/25) Malam.
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:53,"Babinsa Koramil 06/Awangpone Kodim 1407/Bone Sertu Ervan bersama warga melakukan gotong royong dalam pembanguan Masjid Al Muttaqin yang terletak di Desa Jaling, Kec. Awangpone, Kab. Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:53,"Babinsa Koramil 1407-01/Ajangale Serda Firman lakukan pembinaan kepada pemuda yang mempersiapkan diri menjadi calon Prajurit TNI AD, bertempat di Makoramil, Kel. Pompanua, Kec. Ajangale, Kab. Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:52,"Babinsa Koramil 1407-11/Barebbo Serma Ismail bergotong royong kerja bakti dengan sasaran pembersihan pohon tumbang dan selokan air berlokasi di Lingk. Gattareng, Kel. Apala, Kec. Barebbo, Kab. Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:50,"Tingkatkan Silaturahmi, Serda Ruslan Babinsa Koramil 14/Lihureng Kodim 1407/Bone melaksanakan Komunikasi Sosial (Komsos) dengan ibu - ibu di desa binaan Desa Laburasseng, Kec. Libureng, Kab. Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:50,"Babinsa Koramil 02/Dua Boccoe Kodim 1407/Bone Kopda Rusman membantu mengupas jagung salah satu warga binaan pasca panen, bertempat di Desa Prajamaju, Kecamatan Dua Boccoe, Kabupaten Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodim0907,2025-03-26 00:49,"Pelayanan Kesehatan Kesehatan Di Papua Satgas Yonif 611/Awang Long 

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodim0907/trk
@kodimbone,2025-03-26 00:49,"Babinsa Koramil 1407-04/Tellusiatinge Sertu Munawir sosialisasi bersama bersama petani terkait harga jual Gabah Kering Panen (GKP) dari pemerintah, bertempat di Desa Waji, Kec. Tellusiatinge, Kab. Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:48,"Serma Syukri Babinsa Koramil 1407-01/Ajangale melaksanakan pendampingan ketahanan pangan panen padi dengan seluas 1,5 Hektar milik salah satu warga di Dusun Rumpae, Desa Telle, Kec. Ajangale, Kab. Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimbone,2025-03-26 00:47,"Babinsa Koramil 20/Bontocani Kodim 1407/Bone Serka Abidin hadiri Sosialisasi Dan Persetujuan atas Dasar Informasi di Awal Tanpa Paksaan ( Padiatara ), bertempat di Desa Langi, Kec. Bontocani, Kab. Bone. Rabu (26/03/25).
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodim0907,2025-03-26 00:38,"Pelayanan Kesehatan Pos Banti Yonif 611/Awl

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodim0907/trk
@kodam_mlw,2025-03-26 00:31,"TNI AD Mengajar Di Papua - Satgas Yonif 614/Raja Pandhita

#kodamvimulawarman 
#selaluhadirditengahkesulitanmasyarakat 
#tniad
#tniprima",Kodam VI/Mulawarman
@kodam_mlw,2025-03-26 00:31,"Pelayanan Kesehatan Pos Banti - Yonif 611/Awang Long

#kodamvimulawarman 
#selaluhadirditengahkesulitanmasyarakat 
#tniad
#tniprima",Kodam VI/Mulawarman
@kodim0907,2025-03-26 00:30,"TNI-AD Mengajar Di Papua Satgas Yonif 614/Raja Pandhita

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodim0907/trk
@kodam_mlw,2025-03-26 00:29,"TNI AD Mengajar Di Papua - Satgas Yonif 614/Raja Pandhita

#kodamvimulawarman 
#selaluhadirditengahkesulitanmasyarakat 
#tniad
#tniprima",Kodam VI/Mulawarman
@takalar_kodim,2025-03-26 00:28,"Wujudkan Impian Warga Jelang Idul Fitri Kodim 1426 Takalar Bersama Pemerintah Daerah Gelar Bazar Murah

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim_Takalar
@kodimbone,2025-03-25 23:30,"Sambut Hari Raya Idul Fitri 1446 H,  Kodim 1407/Bone bekerjasama dengan Forkopimda  gelar Bazar Murah sekaligus berbagi sembako kepada masyarakat tidak mampu,  Selasa (25/03/25). #tniad #dispenad #puspentni #TNIindonesia",kodimbone
@kodim_jeneponto,2025-03-25 23:15,"Bingkisan Hari Raya Idul Fitri 1446 Hijrah, Tingkatkan Kesejahteraan Prajurit Dan PNS TNI

 #tni
 #tniindonesia
 #abdinegara
 #tniad
 #puspentni
 #semuaorang",Kodim_Jeneponto
@tni_ad,2025-03-25 22:59,"AKSI DAMAI MASYARAKAT KABUPATEN BATANG DUKUNG UNDANG-UNDANG TNI
instagram.com/p/DHo87I4IN29/

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",TNI AD
@kodimbone,2025-03-25 22:42,"Rakyat bersama TNI melaksanakan tugas negara.TNI dan Masyarakat Bersinergi
#tniad #dispenad #puspentni",kodimbone
@kodim_jeneponto,2025-03-25 22:13,"Ramadhan Berkah, Koramil 1425-05/Batang Kembali Menggelar Aksi Sosial Bagi Takjil Buka Puasa

#tni
#tniindonesia
#puspentni
#tniad
#kodam14hasanuddin
#korem141toddoppuli
#tnimanunggalrakyat",Kodim_Jeneponto
@kodim_jeneponto,2025-03-25 21:48,"Ramadhan Berkah, Koramil 1425-05/Batang Kembali Menggelar Aksi Sosial Bagi Takjil Buka Puasa. Selasa, 25/03/2025.

#tni
#tniindonesia
#puspentni
#tniad
#kodam14hasanuddin
#korem141toddoppuli
#tnimanunggalrakyat",Kodim_Jeneponto
@KODIM__1404_PRG,2025-03-25 14:44,"Rakyat bersama TNI melaksanakan tugas negara.

Dari Ladang untuk Bangsa: Sinergi TNI dan Masyarakat dalam Ketahanan Pangan.

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodim1404/Pinrang
@Kodim1413B,2025-03-25 12:50,"Tetap bangga dan semangat dalam pengabdian kepada NKRI

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin 
#korem 143haluoleo",kodim1413/buton
@KODIM_1409,2025-03-25 12:35,"Tetap Bangga dan semangat dalam pengabdian kepada NKRI

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",KODIM1409/GOWA
@WajoKodim,2025-03-25 12:34,"Rakyat bersama TNI melaksanakan tugas negara.

Dari Ladang untuk Bangsa: Sinergi TNI dan Masyarakat dalam Ketahanan Pangan.

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodim Wajo
